issf_core_id,geographic_scope_type,year,selected_theme_issue_id,theme_issue_value_id,theme_issue_id,theme_issue_category,country,region
82,Local,1978,563,128,182,Social/Cultural,Canada,North America
82,Local,1978,564,128,182,Social/Cultural,Canada,North America
82,Local,1978,565,127,182,Social/Cultural,Canada,North America
89,Regional,2001,586,117,181,Ecological,0,#N/A
89,Regional,2001,587,114,181,Ecological,0,#N/A
89,Regional,2001,588,122,181,Ecological,0,#N/A
89,Regional,2001,589,119,181,Ecological,0,#N/A
89,Regional,2001,590,117,181,Ecological,0,#N/A
92,Regional,2013,599,135,183,Governance,0,#N/A
92,Regional,2013,600,143,183,Governance,0,#N/A
93,Sub-national,2001,601,119,181,Ecological,Canada,North America
93,Sub-national,2001,602,128,182,Social/Cultural,Canada,North America
93,Sub-national,2001,603,133,182,Social/Cultural,Canada,North America
93,Sub-national,2001,604,135,183,Governance,Canada,North America
96,Sub-national,1995,609,103,180,Economic,Canada,North America
96,Sub-national,1995,610,123,182,Social/Cultural,Canada,North America
96,Sub-national,1995,611,132,182,Social/Cultural,Canada,North America
96,Sub-national,1995,612,128,182,Social/Cultural,Canada,North America
104,Sub-national,2011,643,119,181,Ecological,USA,North America
104,Sub-national,2011,644,135,183,Governance,USA,North America
108,Sub-national,2012,653,135,183,Governance,USA,North America
108,Sub-national,2012,654,137,183,Governance,USA,North America
108,Sub-national,2012,655,143,183,Governance,USA,North America
109,Sub-national,2009,656,102,180,Economic,Canada,North America
109,Sub-national,2009,657,146,181,Ecological,Canada,North America
109,Sub-national,2009,658,128,182,Social/Cultural,Canada,North America
109,Sub-national,2009,659,135,183,Governance,Canada,North America
113,Sub-national,1988,668,135,183,Governance,Canada,North America
117,Regional,1996,680,119,181,Ecological,0,#N/A
117,Regional,1996,681,117,181,Ecological,0,#N/A
120,Sub-national,2010,686,135,183,Governance,Canada,North America
120,Sub-national,2010,687,141,183,Governance,Canada,North America
120,Sub-national,2010,688,140,183,Governance,Canada,North America
121,Sub-national,2005,689,135,183,Governance,USA,North America
121,Sub-national,2005,690,142,183,Governance,USA,North America
123,Local,2013,692,116,181,Ecological,Colombia,Latin America & The Caribbean
123,Local,2013,693,122,181,Ecological,Colombia,Latin America & The Caribbean
123,Local,2013,694,119,181,Ecological,Colombia,Latin America & The Caribbean
123,Local,2013,695,117,181,Ecological,Colombia,Latin America & The Caribbean
123,Local,2013,696,120,181,Ecological,Colombia,Latin America & The Caribbean
123,Local,2013,697,121,181,Ecological,Colombia,Latin America & The Caribbean
123,Local,2013,698,124,182,Social/Cultural,Colombia,Latin America & The Caribbean
123,Local,2013,699,128,182,Social/Cultural,Colombia,Latin America & The Caribbean
123,Local,2013,700,135,183,Governance,Colombia,Latin America & The Caribbean
123,Local,2013,701,137,183,Governance,Colombia,Latin America & The Caribbean
123,Local,2013,702,138,183,Governance,Colombia,Latin America & The Caribbean
123,Local,2013,703,143,183,Governance,Colombia,Latin America & The Caribbean
123,Local,2013,704,141,183,Governance,Colombia,Latin America & The Caribbean
123,Local,2013,705,141,183,Governance,Colombia,Latin America & The Caribbean
123,Local,2013,706,142,183,Governance,Colombia,Latin America & The Caribbean
123,Local,2013,707,143,183,Governance,Colombia,Latin America & The Caribbean
123,Local,2013,708,140,183,Governance,Colombia,Latin America & The Caribbean
123,Local,2013,709,148,183,Governance,Colombia,Latin America & The Caribbean
124,Sub-national,2011,710,120,181,Ecological,USA,North America
124,Sub-national,2011,711,132,182,Social/Cultural,USA,North America
124,Sub-national,2011,712,133,182,Social/Cultural,USA,North America
124,Sub-national,2011,713,141,183,Governance,USA,North America
124,Sub-national,2011,714,143,183,Governance,USA,North America
125,Local,2011,715,128,182,Social/Cultural,USA,North America
125,Local,2011,716,127,182,Social/Cultural,USA,North America
125,Local,2011,717,135,183,Governance,USA,North America
127,Local,2013,731,102,180,Economic,United Kingdom,Europe
127,Local,2013,732,116,181,Ecological,United Kingdom,Europe
127,Local,2013,733,115,181,Ecological,United Kingdom,Europe
127,Local,2013,734,121,181,Ecological,United Kingdom,Europe
127,Local,2013,735,123,182,Social/Cultural,United Kingdom,Europe
127,Local,2013,736,127,182,Social/Cultural,United Kingdom,Europe
127,Local,2013,737,132,182,Social/Cultural,United Kingdom,Europe
127,Local,2013,738,127,182,Social/Cultural,United Kingdom,Europe
127,Local,2013,739,137,183,Governance,United Kingdom,Europe
127,Local,2013,740,138,183,Governance,United Kingdom,Europe
127,Local,2013,741,142,183,Governance,United Kingdom,Europe
127,Local,2013,742,140,183,Governance,United Kingdom,Europe
128,Local,2000,743,117,181,Ecological,Nigeria,Africa
128,Local,2000,744,117,181,Ecological,Nigeria,Africa
128,Local,2000,745,120,181,Ecological,Nigeria,Africa
130,National,2010,751,138,183,Governance,Sierra Leone,Africa
130,National,2010,752,143,183,Governance,Sierra Leone,Africa
130,National,2010,753,141,183,Governance,Sierra Leone,Africa
132,Sub-national,2010,755,120,181,Ecological,USA,North America
132,Sub-national,2010,756,123,182,Social/Cultural,USA,North America
132,Sub-national,2010,757,128,182,Social/Cultural,USA,North America
132,Sub-national,2010,758,133,182,Social/Cultural,USA,North America
132,Sub-national,2010,759,138,183,Governance,USA,North America
132,Sub-national,2010,760,141,183,Governance,USA,North America
133,Not specific,2005,761,128,182,Social/Cultural,0,#N/A
133,Not specific,2005,762,127,182,Social/Cultural,0,#N/A
133,Not specific,2005,763,135,183,Governance,0,#N/A
133,Not specific,2005,764,141,183,Governance,0,#N/A
134,Sub-national,1986,765,135,183,Governance,Canada,North America
134,Sub-national,1986,766,142,183,Governance,Canada,North America
134,Sub-national,1986,767,143,183,Governance,Canada,North America
134,Sub-national,1986,768,140,183,Governance,Canada,North America
135,Sub-national,2012,769,125,182,Social/Cultural,USA,North America
135,Sub-national,2012,770,128,182,Social/Cultural,USA,North America
135,Sub-national,2012,771,133,182,Social/Cultural,USA,North America
135,Sub-national,2012,772,135,183,Governance,USA,North America
138,Sub-national,1992,781,102,180,Economic,Canada,North America
138,Sub-national,1992,782,135,183,Governance,Canada,North America
138,Sub-national,1992,783,141,183,Governance,Canada,North America
138,Sub-national,1992,784,142,183,Governance,Canada,North America
140,Sub-national,1977,790,117,181,Ecological,USA,North America
140,Sub-national,1977,791,119,181,Ecological,USA,North America
140,Sub-national,1977,793,141,183,Governance,USA,North America
140,Sub-national,1977,794,142,183,Governance,USA,North America
141,Sub-national,2013,795,145,180,Economic,United Kingdom,Europe
141,Sub-national,2013,796,127,182,Social/Cultural,United Kingdom,Europe
